0.000227104,-8.66E-05,-0.000133602,0.000567309
-0.000682303,-8.66E-05,-8.44E-05,0.000523818
0.000876681,-0.000124146,1.39E-05,0.000501753
-0.000162642,0.000363606,-3.53E-05,0.000526443
-3.27E-05,-0.000386782,3.85E-05,0.000526443
0.000551893,0.000363606,1.39E-05,0.000486584
-0.000942134,0.000176009,1.39E-05,0.000463407
0.000486935,-0.000349262,6.31E-05,0.000514807
-0.000747261,-0.000349262,8.76E-05,0.000454823
0.00107155,0.000213528,8.76E-05,0.000401955
-0.00113701,-0.000124146,8.76E-05,0.000401955
-0.000617346,0.000401125,3.85E-05,0.000457511
-0.0002276,2.59E-05,-0.000158185,0.000563207
0.000162147,0.000476164,3.85E-05,0.00046702
0.00120147,-0.000124146,0.000161394,0.000364926
-0.000422473,-0.000349262,3.85E-05,0.000520739
0.000876681,-0.000311743,0.000136811,0.000440142
0.00061685,2.59E-05,-0.000109019,0.000532671
-0.00120196,0.000213528,0.000112228,0.000335966
0.000227104,0.000213528,-0.000109019,0.000556683
-0.000292557,0.000551202,8.76E-05,0.000400851
0.000876681,0.000401125,8.76E-05,0.000377207
-0.000942134,0.000401125,0.000112228,0.000366914
0.000227104,-0.000536859,0.000136811,0.000406815
0.00133138,2.59E-05,0.000161394,0.000303433
-0.00107205,-0.000311743,0.000161394,0.000350944
-0.000552388,0.000176009,-0.000109019,0.000520153
-0.00133188,2.59E-05,0.000136811,0.000293566
-0.000162642,-0.000236704,-0.000109019,0.000542016
-0.0002276,-0.000536859,0.000112228,0.000400851
0.000551893,0.000513683,8.76E-05,0.000387988
0.000811723,0.000138489,-3.53E-05,0.000497974
0.00061685,-0.000574378,0.00021056,0.00031189
-0.000942134,-8.66E-05,-1.07E-05,0.000469949
0.000227104,-0.000311743,-1.07E-05,0.000546278
0.00113651,-0.000311743,0.00021056,0.00030908
-3.27E-05,0.000588722,8.76E-05,0.000383604
-0.000682303,0.000551202,0.000136811,0.000337031
0.000551893,-0.000199185,-5.99E-05,0.000531901
0.00107155,2.59E-05,3.85E-05,0.000431614
-0.000552388,-0.000536859,0.000136811,0.000355064
-0.00126692,-0.000161665,0.000161394,0.000305949
-0.000357515,0.000401125,1.39E-05,0.000500857
0.00120147,0.000176009,0.000136811,0.000348917
3.22E-05,0.000176009,-0.000133602,0.000557712
-0.00048743,-0.000199185,-8.44E-05,0.000534143
0.000292062,0.000551202,8.76E-05,0.000394158
-0.00107205,6.35E-05,1.39E-05,0.000424151
-0.00120196,0.000401125,0.000185977,0.000236212
0.000876681,-0.00046182,0.00021056,0.000327059
-0.000942134,-0.000349262,0.000136811,0.000390666
3.22E-05,-0.000574378,0.000136811,0.000382497
-0.00048743,0.000626241,0.000136811,0.00031295
-0.000747261,0.000176009,-5.99E-05,0.000500307
0.000421977,0.000138489,-0.000109019,0.00054652
0.00133138,-0.000199185,0.000235143,0.000244039
0.00107155,0.000363606,0.000136811,0.00031934
-0.00139684,0.00010097,0.000161394,0.000243117
0.00107155,-0.000124146,8.76E-05,0.000433573
0.000421977,-0.000574378,0.000185977,0.000346424
9.72E-05,0.000326086,-3.53E-05,0.000539638
0.00061685,-0.000311743,6.31E-05,0.000505752
0.000746766,0.000438644,8.76E-05,0.000393328
-0.000747261,-0.000236704,1.39E-05,0.000501881
-0.000357515,0.000213528,-0.000133602,0.000520613
-0.000747261,-0.00046182,0.000136811,0.000371419
0.00139634,-4.91E-05,0.00021056,0.000243117
-0.00120196,-0.000274224,0.000185977,0.000299997
0.00107155,-0.000424301,0.000235143,0.000275549
-0.000162642,-0.000349262,1.39E-05,0.000540476
3.22E-05,-0.000124146,-0.000158185,0.000545632
0.00035702,0.000363606,-1.07E-05,0.00051599
-0.00139684,-4.91E-05,0.000161394,0.000236212
-0.000877176,0.000476164,0.000136811,0.000336678
0.000811723,0.000251047,1.39E-05,0.000475135
0.00139634,0.00010097,0.000185977,0.000236212
-0.000422473,-4.91E-05,-0.000133602,0.00054652
0.00126643,2.59E-05,0.000112228,0.000336016
-0.00120196,0.00010097,8.76E-05,0.000368442
-0.00133188,0.000213528,0.000161394,0.000247198
-0.000682303,0.000288567,-1.07E-05,0.00049744
-0.000357515,-0.000611898,0.000136811,0.000319715
9.72E-05,-0.000349262,1.39E-05,0.000542016
-0.00107205,0.000251047,6.31E-05,0.000381444
-0.00100709,-0.000199185,6.31E-05,0.000430781
0.00120147,-0.000311743,0.000259726,0.000269455
-0.00126692,-4.91E-05,8.76E-05,0.000319755
0.000876681,2.59E-05,-5.99E-05,0.000466237
-0.00107205,0.000438644,0.000161394,0.000277356
-0.000162642,0.000476164,3.85E-05,0.00046702
0.000746766,-0.00049934,0.000185977,0.000342177
0.000292062,-4.91E-05,-0.000133602,0.000567309
0.00120147,0.000326086,0.000136811,0.000260921
9.72E-05,0.000588722,8.76E-05,0.000383604
0.00107155,-0.000236704,0.000136811,0.000390666
0.00107155,0.00010097,1.39E-05,0.000400973
-0.00120196,-1.16E-05,1.39E-05,0.000336016
0.000551893,0.000213528,-0.000109019,0.000497934
-0.0002276,0.000626241,0.000112228,0.000346328
0.000292062,-0.000424301,8.76E-05,0.00048197
0.000292062,-0.000274224,-3.53E-05,0.000553365
0.000681808,-0.000236704,3.85E-05,0.000516418
0.00126643,0.000138489,0.000112228,0.000304826
0.00133138,0.000176009,0.00021056,0.000243117
-0.000942134,0.000401125,1.39E-05,0.000327059
-0.000747261,0.000551202,0.000136811,0.00031934
-0.000552388,0.000251047,-5.99E-05,0.000511834
0.000227104,-0.000686937,0.000185977,0.000273444
0.00035702,0.000551202,8.76E-05,0.000387988
0.00113651,-4.91E-05,8.76E-05,0.000407931
-0.00048743,0.000438644,3.85E-05,0.000457511
-0.000162642,0.000251047,-0.000109019,0.000542752
0.00126643,-0.000274224,0.000259726,0.000247663
0.00126643,-0.000124146,0.000136811,0.000304826
3.22E-05,2.59E-05,-0.000182768,0.000540826
0.00061685,-0.00046182,0.000161394,0.000401409
0.000941639,-8.66E-05,-3.53E-05,0.000440031
0.00120147,-0.000236704,0.000161394,0.000305589
0.00133138,-0.000161665,0.000235143,0.000247618
-0.00048743,0.00066376,0.000161394,0.000275763
-9.77E-05,-0.000349262,1.39E-05,0.000542016
0.00035702,-0.000311743,1.39E-05,0.000543808
0.000551893,-0.000161665,-8.44E-05,0.000525318
0.000876681,0.000138489,-3.53E-05,0.000467823
0.00113651,0.00010097,6.31E-05,0.000390432
0.00120147,0.000213528,0.000136811,0.000329535
0.00133138,0.000176009,0.000185977,0.000247663
0.00139634,6.35E-05,0.000136811,0.000231906
